0	coalmining	6.330352900779725
0	opposition	55.33035290077972
0	czech	14.330352900779724
0	republic	4.330352900779725
0	country	9.330352900779724
0	substantial	15.330352900779724
0	brown	6.330352900779725
0	coal	265.3303529007797
0	production	34.33035290077972
0	high	16.330352900779726
0	dependency	8.330352900779724
0	fuel	59.33035290077972
0	massive	3.330352900779725
0	exports	3.330352900779725
0	form	6.330352900779725
0	electricity	43.33035290077972
0	long	18.330352900779726
0	mining	94.33035290077973
0	history	16.330352900779726
0	government	13.330352900779724
0	established	15.330352900779724
0	called	6.330352900779725
0	territorial	4.330352900779725
0	ecological	5.330352900779725
0	limits	28.330352900779726
0	north	2.330352900779725
0	bohemian	3.330352900779725
0	existence	0.33035290077972485
0	conflict	14.330352900779724
0	proponents	5.330352900779725
0	valuable	5.330352900779725
0	reserves	5.330352900779725
0	movement	16.330352900779726
0	extension	3.330352900779725
0	activities	4.330352900779725
0	article	6.330352900779725
0	focuses	0.33035290077972485
0	discursive	0.33035290077972485
0	level	4.330352900779725
0	investigating	3.330352900779725
0	members	0.33035290077972485
0	frame	51.33035290077972
0	activity	5.330352900779725
0	main	9.330352900779724
0	framing	0.33035290077972485
0	patterns	5.330352900779725
0	based	35.33035290077972
0	semi	3.330352900779725
0	structured	3.330352900779725
0	interviews	30.330352900779726
0	conducted	11.330352900779724
0	frames	14.330352900779724
0	emerged	11.330352900779724
0	local	76.33035290077973
0	impact	11.330352900779724
0	low	12.330352900779724
0	carbon	21.330352900779726
0	transition	78.33035290077973
0	anti	3.330352900779725
0	systemic	0.33035290077972485
0	environmental	52.33035290077972
0	reveal	0.33035290077972485
0	driven	8.330352900779724
0	distinct	0.33035290077972485
0	complex	1.3303529007797248
0	narratives	13.330352900779724
0	deeper	5.330352900779725
0	ideological	0.33035290077972485
0	consists	3.330352900779725
0	variety	9.330352900779724
0	actors	9.330352900779724
0	different	13.330352900779724
0	protest	0.33035290077972485
0	tactics	0.33035290077972485
0	findings	6.330352900779725
0	support	18.330352900779726
0	growing	7.330352900779725
0	literature	11.330352900779724
0	nimby	14.330352900779724
0	narrative	8.330352900779724
0	echoed	4.330352900779725
0	pro	0.33035290077972485
0	camp	0.33035290077972485
0	strategies	0.33035290077972485
0	policies	2.330352900779725
0	implement	1.3303529007797248
0	furthermore	2.330352900779725
0	research	29.330352900779726
0	understanding	15.330352900779724
0	helps	2.330352900779725
0	explain	1.3303529007797248
0	term	13.330352900779724
0	related	5.330352900779725
0	debates	1.3303529007797248
0	essential	2.330352900779725
0	shaping	0.33035290077972485
0	modern	4.330352900779725
0	society	0.33035290077972485
0	heavy	0.33035290077972485
0	pressure	2.330352900779725
0	climate	8.330352900779724
0	change	26.330352900779726
0	concerns	3.330352900779725
0	driving	5.330352900779725
0	decarbonization	1.3303529007797248
0	pressures	3.330352900779725
0	national	3.330352900779725
0	energy	168.33035290077973
0	systems	13.330352900779724
0	getting	4.330352900779725
0	way	28.330352900779726
0	achieve	0.33035290077972485
0	lower	13.330352900779724
0	emissions	64.33035290077973
0	changes	10.330352900779724
0	usually	4.330352900779725
0	face	6.330352900779725
0	significant	10.330352900779724
0	hand	8.330352900779724
